University Name,description,Link,web_address,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,overall_score,image_url,Country
National University of Singapore,The National University of Singapore is a national public research university in Singapore. It was officially established in 1980 by the merger of the University of Singapore and Nanyang University.,http://www.nus.edu.sg/,https://www.timeshighereducation.com/world-university-rankings/national-university-singapore,76.8,90.4,76.9,58.8,95.5,81.9,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/NUS_coat_of_arms.svg/110px-NUS_coat_of_arms.svg.png,Singapore
University of Ljubljana,"The University of Ljubljana , abbreviated UL, is the oldest and largest university in Slovenia. It has approximately 38,000 enrolled students. The",http://www.uni-lj.si/,https://www.timeshighereducation.com/world-university-rankings/university-ljubljana,21.1,18.7,44.8,39.7,42.3,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/University_of_Ljubljana.svg/220px-University_of_Ljubljana.svg.png,Slovenia
University of Maribor,"The University of Maribor  is Slovenia's second-largest university, established in 1975 in Maribor, Slovenia. It currently has 17 faculties.",http://www.uni-mb.si/,https://www.timeshighereducation.com/world-university-rankings/university-maribor,17,15.8,31,40,37.9,22.2,https://upload.wikimedia.org/wikipedia/commons/5/5a/University_of_Maribor.png,Slovenia
Comenius University in Bratislava,"Comenius University in Bratislava  is the largest university in Slovakia, with most of its faculties located in Bratislava. It was founded in 1919, shortly after the creation of Czechoslovakia. It is named",http://www.uniba.sk/,https://www.timeshighereducation.com/world-university-rankings/comenius-university-bratislava,22.2,13.1,22.3,34.6,52,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Univerzita_Komensk%C3%A9ho.jpg/220px-Univerzita_Komensk%C3%A9ho.jpg,Slovakia
Slovak University of Agriculture in Nitra,"Slovak University of Agriculture in Nitra is a public university in Nitra, Slovakia.  It offers Bachelor's, Engineer's , and Doctoral degrees in six faculties:",http://www.uniag.sk/,https://www.timeshighereducation.com/world-university-rankings/slovak-university-agriculture-nitra,17.7,8.4,9.7,36.2,37.5,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Panorama-spu.png/220px-Panorama-spu.png,Slovakia
Slovak University of Technology in Bratislava,Slovak University of Technology in Bratislava   is the biggest and oldest university of technology in Slovakia. In the 2012 Academic Ranking of World Universities it was ranked in the first 15,http://www.stuba.sk/,https://www.timeshighereducation.com/world-university-rankings/slovak-university-technology-bratislava,22.5,12.4,9.8,37.1,27.8,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/STU-Building.JPG/220px-STU-Building.JPG,Slovakia
Chiang Mai University,"Chiang Mai University  is a national public research university in northern Thailand founded in 1964. It has a strong emphasis on engineering, science, agriculture, and medicine.  Its instructional mission includes",http://www.chiangmai.ac.th/,https://www.timeshighereducation.com/world-university-rankings/chiang-mai-university,20.8,14.2,18,48.6,32.8,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Chiang_mai_university_logo.png/150px-Chiang_mai_university_logo.png,Thailand
Chulalongkorn University,"Chulalongkorn University , nicknamed Chula , is a public autonomous research university in Bangkok, Thailand. The university was originally founded during King Chulalon",http://www.chula.ac.th/,https://www.timeshighereducation.com/world-university-rankings/chulalongkorn-university,31.5,21.7,22.2,64.8,37.8,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Phra_Kiao.svg/135px-Phra_Kiao.svg.png,Thailand
Kasetsart University,"Kasetsart University  is a public research university in Bangkok, Thailand. It is the largest university in Thailand.  It was Thailand's first agricultural univers",http://www.ku.ac.th/,https://www.timeshighereducation.com/world-university-rankings/kasetsart-university,18.6,12.8,10.3,59.8,37.1,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Kasetsart_University_Logo.svg/150px-Kasetsart_University_Logo.svg.png,Thailand
Khon Kaen University,Khon Kaen University  is a public research university. The university was the first institution of higher education in the northeastern Thailand and remains the oldest and the most competitive university in the region.,http://www.kku.ac.th/,https://www.timeshighereducation.com/world-university-rankings/khon-kaen-university,21.6,12,18,55.2,31.1,10.7,https://upload.wikimedia.org/wikipedia/en/6/6e/Khon_Kaen_University_logo.jpg,Thailand
King Mongkut's University of Technology North Bangkok,"King Mongkut's University of Technology North Bangkok , colloquially known as Phra Nakhon Nuea (Thai: ???????",http://www.kmutnb.ac.th/,https://www.timeshighereducation.com/world-university-rankings/king-mongkuts-university-technology-north-bangkok,15.1,9.9,10.1,41.9,20.9,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Logo_of_King_Mongkut%27s_University_of_Technology_North_Bangkok.svg/150px-Logo_of_King_Mongkut%27s_University_of_Technology_North_Bangkok.svg.png,Thailand
Mahasarakham University,"Mahasarakham University  is a Thai public university in Maha Sarakham province, about 470 kilometres from Bangkok. In 2017 i",http://www.msu.ac.th/,https://www.timeshighereducation.com/world-university-rankings/mahasarakham-university,18.5,8,11,35.5,26.1,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Mahasarakham_University_Emblem.png/200px-Mahasarakham_University_Emblem.png,Thailand
Mahidol University,"Mahidol University is an autonomous public research university in Thailand. The university was founded as part of Siriraj Hospital in 1888. It was first called the University of Medical Science in 1943, and has been recognized as Thailand's fourth pu",http://www.mahidol.ac.th/,https://www.timeshighereducation.com/world-university-rankings/mahidol-university,31.6,21,45.2,73.4,46.1,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Mahidol_U.png/150px-Mahidol_U.png,Thailand
Naresuan University,"Naresuan University  is a public university in Phitsanulok Province, northern Thailand. It was established as a separate university on 29 J",http://www.nu.ac.th/,https://www.timeshighereducation.com/world-university-rankings/naresuan-university,16.7,7.8,12.6,34.9,35.9,10.7,0,Thailand
Prince of Songkla University,"The Prince of Songkla University  is a public university in southern Thailand. Established in 1967, it is the first university in southern Thailand. It was named by King",http://www.psu.ac.th/,https://www.timeshighereducation.com/world-university-rankings/prince-songkla-university,18.1,10.1,17.6,35.4,32.6,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Prince_of_Songkla_University_Emblem.svg/150px-Prince_of_Songkla_University_Emblem.svg.png,Thailand
Silpakorn University,Silpakorn University   is a national university in Thailand. The university was founded in Bangkok in 1943 by Tuscan born art prof,http://www.su.ac.th/,https://www.timeshighereducation.com/world-university-rankings/silpakorn-university,15.5,8.3,13.6,39.9,27.5,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Silpakorn_University_Logo_02.png/180px-Silpakorn_University_Logo_02.png,Thailand
Srinakharinwirot University,"Srinakharinwirot University  is a public autonomous university in Bangkok, Thailand. Founded in 1949, the university was the first upper-education institution to concentrate solely on teacher tr",http://www.swu.ac.th/,https://www.timeshighereducation.com/world-university-rankings/srinakharinwirot-university,19.9,8.4,12.6,40.6,20.9,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Srinakharinwirot_Logo.svg/200px-Srinakharinwirot_Logo.svg.png,Thailand
Suranaree University of Technology,"The Suranaree University of Technology  is a national public university in Nakhon Ratchasima Province, Thailand. The university was established on 27 July 1990, becoming fully operational in 1993.",http://www.sut.ac.th/,https://www.timeshighereducation.com/world-university-rankings/suranaree-university-technology,19.7,12.3,27,44.5,32.1,10.7,0,Thailand
Thammasat University,"Thammasat University  is a public research university in Thailand with campuses in Tha Phra Chan, Rangsit, Pattaya and Lampang Province. As of 2024, Thammasat Univer",http://www.tu.ac.th/,https://www.timeshighereducation.com/world-university-rankings/thammasat-university,18.6,11.7,11.7,38.9,34.4,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Emblem_of_Thammasat_University.svg/170px-Emblem_of_Thammasat_University.svg.png,Thailand
Akdeniz University,"Akdeniz University  is a public research university established in Antalya, Turkey. It has been chosen as the second most beautiful university in Turkey, after Bogazi�i University.",http://www.akdeniz.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/akdeniz-university,15.2,9,13.9,35.2,17.2,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Akdeniz-university-logo.png/200px-Akdeniz-university-logo.png,Turkey
Anadolu University,"Anadolu University  is a public university in Eskisehir, Turkey. The campus is named after Yunus Emre.",http://www.anadolu.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/anadolu-university,13,24.1,16.5,100,17.3,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Anadolu_University_logo.svg/220px-Anadolu_University_logo.svg.png,Turkey
Ankara University,"Ankara University  is a public research university in Ankara, the capital city of Turkey. It was the first higher education institution founded in Turkey after the formation of the Turkish republic in 1923.",http://www.ankara.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/ankara-university,19.2,10,13.9,35.1,22.5,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Ankara_universitesi.png/200px-Ankara_universitesi.png,Turkey
Bilkent University,"Bilkent University  is a non-profit private university located in Ankara, Turkey. It was founded by Ihsan Dogramaci, the  first president of the Council of Higher Education and the head of the prominent Dogramaci family",http://www.bilkent.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/bilkent-university,24.5,24.7,53.1,55.1,62.8,35.3,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Bilkent_University_Crest.svg/200px-Bilkent_University_Crest.svg.png,Turkey
Cankaya University,"�ankaya University  is a private university in Ankara, Turkey. It was established on July 9, 1997, by the Sitki Alp Education Foundation. The university began its teaching in the Fall 1997 semester. Sitki Alp is the",http://www.cankaya.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/cankaya-university,14.9,11.4,99.7,34.9,43.2,38.8,https://upload.wikimedia.org/wikipedia/en/3/32/%C3%87ankaya_%C3%9Cniversitesi_Logo.png,Turkey
Cukurova University,"�ukurova University  is a public university in Adana, Turkey. The university has sixteen faculties, three colleges, seven vocational colleges, three institutes and twenty-six research and application centers. The unive",http://www.cu.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/cukurova-university,15.2,12.5,15.6,87.5,19.4,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/%C3%87ukurova_University_logo.svg/200px-%C3%87ukurova_University_logo.svg.png,Turkey
Dokuz Eyl�l University,"Dokuz Eyl�l University   is a university in Izmir, Turkey. It was founded in 1982 and is organized in 15 faculties. DEU is the first university which applied the problem-based learning method in Turkey, beginni",http://www.deu.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/dokuz-eylul-university,15.1,9.5,19.7,40.7,18.4,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Dokuz_Eylul_University_logo.png/220px-Dokuz_Eylul_University_logo.png,Turkey
Ege University,"Ege University or Aegean University  is a public research university in Bornova, Izmir. It was founded in 1955 with the faculties of Medicine and Agriculture. It is the first university to start courses in Izmir and the",http://www.ege.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/ege-university,17.2,10.2,13.5,37.9,22.1,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Ege_University_logo.svg/200px-Ege_University_logo.svg.png,Turkey
Erciyes University,"Erciyes University , commonly referred to as ERU, is a public research university located in Kayseri, Turkey. Established in 1978, the university has become a center for education, research, and innovation, contributing",http://www.erciyes.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/erciyes-university,19.7,16.3,20.6,84.4,21.5,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Erciyes_University.png/300px-Erciyes_University.png,Turkey
Gaziantep University,"Gaziantep University  is a public university in Gaziantep, Turkey. Gaziantep University is one of the best universities in Turkey. It has 20 faculties with a strong emphasis on scientific and technological research.",http://www.gantep.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/gaziantep-university,17.3,9,15.6,34.7,23.8,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Gaziantep_University_logo.svg/190px-Gaziantep_University_logo.svg.png,Turkey
Hacettepe University,"Hacettepe University  is a public research university in Ankara, Turkey. It was established on 8 July 1967. It is ranked first among the Turkish universities by University Ranking by Academic Performance in 2021.",http://www.hun.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/hacettepe-university,28.4,13.1,70.5,37.5,25,35.3,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Hacettepe_University_%28emblem%29.png/100px-Hacettepe_University_%28emblem%29.png,Turkey
Istanbul Technical University,"Istanbul Technical University, also known as Technical University of Istanbul , is an public technical university located in Istanbul, Turkey. It is the world's third-oldest technica",http://www.itu.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/istanbul-technical-university,25.2,28,30.2,100,26.8,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Istanbul_Technical_University_emblem.svg/160px-Istanbul_Technical_University_emblem.svg.png,Turkey
Istanbul University,"Istanbul University, also known as University of Istanbul , is a prominent public research university located in Istanbul, Turkey. Founded by Mehmed II on May 30, 1453, a day after the conquest of Constantinople by the",http://www.istanbul.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/istanbul-university,25.8,24.4,23.6,49.8,27.1,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Istanbul_University_logo.svg/200px-Istanbul_University_logo.svg.png,Turkey
Izmir Institute of Technology,"Izmir Institute of Technology  is a public research university in Izmir, Turkey. The university places a strong emphasis on the natural sciences and engineering, and it is",http://www.iyte.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/izmir-institute-technology,19.4,11,29.4,38.9,30.4,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Iztech_english_logo.png/300px-Iztech_english_logo.png,Turkey
Marmara University,"Marmara University  is a public research university in Istanbul, Turkey. The university, named after the Sea of Marmara, was founded as a university in 1982. However, its origins date back to 1883, when it was establish",http://www.marmara.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/marmara-university,21.3,8.9,19.4,34.6,22.9,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Marmara_University_logo.svg/175px-Marmara_University_logo.svg.png,Turkey
Middle East Technical University,"Middle East Technical University  is a public technical university located in Ankara, Turkey. The university focuses on research and education in engineering, natural scie",http://www.odtu.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/middle-east-technical-university,28.7,23.2,30.7,62.1,30.4,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Logo_of_METU.svg/220px-Logo_of_METU.svg.png,Turkey
Yeditepe University,"Yeditepe University  is a private foundation university situated in Istanbul, Turkey. Established by the Istanbul Education and Culture Foundation  in 1996, Yedite",http://www.yeditepe.edu.tr/,https://www.timeshighereducation.com/world-university-rankings/yeditepe-university,18.8,12.2,11.9,68,19.6,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/YeditepeUniversityLogo.gif/150px-YeditepeUniversityLogo.gif,Turkey
Chang Gung University,"Chang Gung University  is a private university in Guishan District, Taoyuan City, Taiwan.",http://www.cgu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/chang-gung-university,23.3,26.3,29.8,84.9,24.5,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/CGU_Medical_Building_20040415.jpg/250px-CGU_Medical_Building_20040415.jpg,Taiwan
Chung Yuan Christian University,"Chung Yuan Christian University  is a private university in Zhongli District, Taoyuan City, Taiwan. The university was established as Chung Yuan Christian College of Science and Engineering in 195",http://www.cycu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/chung-yuan-christian-university,16.8,24.6,14.8,47.2,35.2,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/%E4%B8%AD%E5%8E%9F%E5%A4%A7%E5%AD%B8%E5%9C%96%E6%9B%B8%E9%A4%A8_20090610.jpg/250px-%E4%B8%AD%E5%8E%9F%E5%A4%A7%E5%AD%B8%E5%9C%96%E6%9B%B8%E9%A4%A8_20090610.jpg,Taiwan
Feng Chia University,"Feng Chia University  is a private research university in Taiwan, located in Taichung. It was named after Chiu Feng-Chia, one of the leaders of the military resistance against the Japanese invasion of Taiwan in 1895.",http://www.fcu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/feng-chia-university,17.7,17.3,17.2,39.5,40.6,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Feng_Chia_University_%28shield%29.jpg/200px-Feng_Chia_University_%28shield%29.jpg,Taiwan
Fu Jen Catholic University,"Fu Jen Catholic University  is a private Catholic university in Xinzhuang, New Taipei City, Taiwan. The university was founded in 1925 in Beijing at the request of Pope Pius XI and re-established in Taiw",http://www.fju.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/fu-jen-catholic-university,18.7,19.9,31.3,53.5,30.4,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/FuJenCathU.png/175px-FuJenCathU.png,Taiwan
I-Shou University,"I-Shou University  is a private university in Dashu District, Kaohsiung, Taiwan. Formerly known as Kaohsiung Polytechnic Institute, ISU was established in 1986 by I-Shou Lin, the founder of E United Gr",http://www.isu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/i-shou-university,15.1,17,13.3,45.3,35.2,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/%E7%BE%A9%E5%AE%88%E5%A4%A7%E5%AD%B8%E6%A0%A1%E6%9C%AC%E9%83%A8%E6%A0%A1%E9%96%80%E5%85%A5%E5%8F%A3%E8%99%95.jpg/200px-%E7%BE%A9%E5%AE%88%E5%A4%A7%E5%AD%B8%E6%A0%A1%E6%9C%AC%E9%83%A8%E6%A0%A1%E9%96%80%E5%85%A5%E5%8F%A3%E8%99%95.jpg,Taiwan
Ming Chuan University,"Ming Chuan University  is a private university with four campuses in Taipei, Taoyuan and Kinmen in Taiwan, as well as one in Michigan, United States. MCU also has international education centers in",http://www.mcu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/ming-chuan-university,13.6,11.1,10.3,35,30.4,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Ming_chuan_university_logo.png/150px-Ming_chuan_university_logo.png,Taiwan
National Central University,National Central University  is a public research university with long-standing traditions of the Republic of China based in,http://www.ncu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-central-university,25,22.6,22.1,65.6,40.8,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/NCULogo.svg/220px-NCULogo.svg.png,Taiwan
National Changhua University of Education,"The National Changhua University of Education  is a normal university in Changhua City, Changhua County, Taiwan.",http://www.ncue.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-changhua-university-education,20.3,18.6,12.1,37.4,24.3,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/NCUE_seal.svg/180px-NCUE_seal.svg.png,Taiwan
National Chengchi University,"National Chengchi University  is a public research university in Taipei, Taiwan. The university is also considered as the earliest public service t",http://www.nccu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-chengchi-university,23.4,29.3,13.2,42,46.4,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/National_Chengchi_University_Seal.svg/150px-National_Chengchi_University_Seal.svg.png,Taiwan
National Chiao Tung University,"National Chiao Tung University  was a public research university in Hsinchu, Taiwan. Established in 1896 as Nanyang Public School by an imperial edict of the Guangxu Emperor, it was one of China's leading universities. After the Chinese Civil W",http://www.nctu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-chiao-tung-university,35.8,43.3,25.6,87,35.9,35.3,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/NCTU_emblem.svg/150px-NCTU_emblem.svg.png,Taiwan
National Chiayi University,"National Chiayi University  is a public university located in Chiayi City and Chiayi County, Taiwan. It was formed in 2000 by merging National Chiayi Institute of Technology and National Chi",http://www.ncyu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-chiayi-university,14.8,12.1,8.2,65.6,18,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Logo_of_NCYU_.png/150px-Logo_of_NCYU_.png,Taiwan
National Chung Cheng University,"National Chung Cheng University  is a national university in Minxiong Township, Chiayi County, Taiwan. CCU is a member of the Association to Advance Collegiate Schools of Business.",http://www.ccu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-chung-cheng-university,19.1,18.3,13.7,41.3,21.2,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/National_Chung_Cheng_University_logo.svg/150px-National_Chung_Cheng_University_logo.svg.png,Taiwan
National Dong Hwa University,"National Dong Hwa University  is a national research university located in Hualien, Taiwan.",http://www.ndhu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-dong-hwa-university,16.3,24.6,28.9,37.8,38.6,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/National_Dong_Hwa_University_logo.svg/150px-National_Dong_Hwa_University_logo.svg.png,Taiwan
National Sun Yat-Sen University,"National Sun Yat-sen University  is a public research university located in Sizihwan, Kaohsiung, Taiwan. NSYSU is listed as one of six national research universities, and one of f",http://www.nsysu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-sun-yat-sen-university,24.4,28,21.9,58.9,30.6,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/2017_NSYSU_maingate.jpg/250px-2017_NSYSU_maingate.jpg,Taiwan
National Taipei University,"National Taipei University , founded in 1949, is a national university in Taiwan. Before 2000, the university was named the College of Law and Business, National Chung Hsing University (Ch",http://www.ntpu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-taipei-university,19.5,14.9,25.3,35.8,25.1,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/National_Taipei_University_logomark.png/130px-National_Taipei_University_logomark.png,Taiwan
National Taipei University of Technology,"National Taipei University of Technology  is a public university in Taipei, Taiwan. It is a member of the Global Research & Industry Alliance  of the Ministry of Sc",http://www.ntut.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-taipei-university-technology,21.8,20.2,22.4,86.7,28.8,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Taipei_Tech_Logo-cmyk.jpg/200px-Taipei_Tech_Logo-cmyk.jpg,Taiwan
National Taiwan Normal University,"National Taiwan Normal University  is a national comprehensive university in Taipei and New Taipei City, Taiwan.",http://www.ntnu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-taiwan-normal-university,32,37.3,22.8,78.4,51.4,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/National_Taiwan_Normal_University_logo.svg/150px-National_Taiwan_Normal_University_logo.svg.png,Taiwan
National Taiwan Ocean University,"National Taiwan Ocean University  is a national university in Zhongzheng District, Keelung, Taiwan. NTOU is a member of University System of Taipei.",http://www.ntou.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-taiwan-ocean-university,18.5,21.5,17.1,52.8,29.9,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/NTOU_main_gate_20220922.jpg/220px-NTOU_main_gate_20220922.jpg,Taiwan
National University of Kaohsiung,"The National University of Kaohsiung  is a public university located in Kaohsiung, Taiwan, and a member of the National University System of Taiwan.",http://www.nuk.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-university-kaohsiung,13.6,16.1,6.1,38.6,25.5,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/National_University_of_Kaohsiung_emblem.png/200px-National_University_of_Kaohsiung_emblem.png,Taiwan
National Yunlin University of Science and Technology,National Yunlin University of Science and Technology  is a university of science and technology in Taiwan. Founded in 1991 and located in Yunlin County. It was,http://www.yuntech.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/national-yunlin-university-science-and-technology,17.2,26.4,7.3,89.9,18.7,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/National_Yunlin_University_of_Science_and_Technology_logo.svg/220px-National_Yunlin_University_of_Science_and_Technology_logo.svg.png,Taiwan
Tamkang University,"Tamkang University  is a private university in Tamsui District, New Taipei City, Taiwan. It was founded in 1950 as a junior college of English. Today it is a com",http://www.tku.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/tamkang-university,16.4,13,12.8,35.9,30.2,10.7,0,Taiwan
Tunghai University,"Tunghai University  is a private university in Taiwan, established in 1955. It was founded by the United Board for Christian Higher",http://www.thu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/tunghai-university,15,12.6,10.6,37.7,34.6,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Tunghai_University_logo.svg/220px-Tunghai_University_logo.svg.png,Taiwan
Yuan Ze University,"Yuan Ze University  is a private university located in Taoyuan City, Taiwan. Established in 1989, YZU campus is in Zhongli District, Taoyuan; Taipei; and Bade District, Taoyuan.",http://www.yzu.edu.tw/,https://www.timeshighereducation.com/world-university-rankings/yuan-ze-university,17.3,13.9,15.5,47,28.3,10.7,0,Taiwan
University of Dar Es Salaam,"The University of Dar es Salaam   is a public university located in Ubungo District, Dar es Salaam Region, Tanzania. It was established in 1961 as an affiliate college of the University of London. The u",http://www.udsm.ac.tz/,https://www.timeshighereducation.com/world-university-rankings/university-dar-es-salaam,14,7.3,20.4,34.4,46.3,10.7,https://upload.wikimedia.org/wikipedia/en/0/00/University_of_Dar_es_Salaam_Logo.png,Tanzania
Lviv Polytechnic National University,"Lviv Polytechnic National University  is a public university in Lviv, Ukraine, founded in 1816. According to the Times Higher Education, as of 2024, it ranks first as a technical ins",http://www.lp.edu.ua/,https://www.timeshighereducation.com/world-university-rankings/national-university-lviv-polytechnic,17.9,8.7,49.5,34.7,24.4,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Nulp_logo_ukr.svg/150px-Nulp_logo_ukr.svg.png,Ukraine
Sumy State University,"Sumy State University  is a higher educational institution in Sumy, Ukraine. It enrolls about 12,000 students pursuing pre-undergraduate, undergraduate, specialist, and master degrees in 55 majors and 23 fields. About 1,900 foreign students",http://www.sumdu.edu.ua/,https://www.timeshighereducation.com/world-university-rankings/sumy-state-university,19.8,10,13.3,37.8,39.8,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/%D0%A1%D1%83%D0%BC%D0%94%D0%A3.png/220px-%D0%A1%D1%83%D0%BC%D0%94%D0%A3.png,Ukraine
Makerere University,"Makerere University  is Uganda's largest and oldest institution of higher learning, first established as a technical school in 1922, and the oldest currently active university in East Africa. It became an independent national",http://www.mak.ac.ug/,https://www.timeshighereducation.com/world-university-rankings/makerere-university,16.7,12.7,69.6,40.9,58.7,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Ssetendekero_Makerere.jpg/220px-Ssetendekero_Makerere.jpg,Uganda
American University,"American University  is a private federally chartered research university in Washington, D.C., United States. Its main campus spans 90 acres  on Ward Circle, mostly in the Spring Valley neighborhood of Northwest D.C.",http://www.american.edu/,https://www.timeshighereducation.com/world-university-rankings/american-university,40.9,19.5,65.7,39.1,32.3,38.8,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/150px-American_University_Seal.svg.png,United States
Auburn University,"Auburn University  is a public land-grant research university in Auburn, Alabama, United States. With more than 26,800 undergraduate students, over 6,100 post-graduate students, and a total enrollment of more than 34,000 students with 1",http://www.auburn.edu/,https://www.timeshighereducation.com/world-university-rankings/auburn-university,32.7,21.1,43.3,40.2,43.8,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Auburn_University_seal.svg/150px-Auburn_University_seal.svg.png,United States
Baylor University,"Baylor University is a private Baptist research university in Waco, Texas, United States. Baylor was chartered in 1845 by the last Congress of the Republic of Texas. Baylor is the oldest continuously operating university in Texas and one of the first",http://www.baylor.edu/,https://www.timeshighereducation.com/world-university-rankings/baylor-university,32.1,18.2,53.9,35.3,33.2,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Baylor_University_seal.svg/150px-Baylor_University_seal.svg.png,United States
